CD_CLIENTE;MRR_12M_median
T58720;1689.618456
T59077;152.846381
T59082;1601.982215
T59162;376.983992
T59191;236.776485
T59260;269.012183
T59274;1531.224718
T59290;112.213241
T59293;40.537796
T59297;598.990147
T59328;838.242225
T59649;169.125735
T59673;163.147792
T59700;144.333945
T59746;337.461813
T59826;271.396243
T59901;681.510285
T59920;611.768606
T60033;223.313311
T60085;2182.936605
T60147;503.913202
T60161;426.693434
T60204;217.506144
T60224;349.481225
T60275;166.915454
T60309;761.33525
T60311;1643.446064
T60327;6713.884355
T60330;439.507582
T60392;1834.595743
T60400;1212.300239
T60409;280.101161
T60435;31.20187
T60447;1385.36826
T60449;4803.090064
T60458;3359.462305
T60480;2037.904286
T60481;572.08942
T60502;863.811251
T60517;1753.167381
T60518;912.08655
T60571;601.747454
T60580;115.952745
T60589;278.073202
T60607;1115.184569
T60617;4257.269886
T60625;1082.013708
T60633;547.840821
T60689;259.441168
T60696;1798.277124
T60720;227.620184
T60726;1091.178161
T60750;222.575535
T60795;1853.14051
T60841;527.471872
T60842;326.332916
T60859;0.0
T60887;1906.5414
T60892;515.403811
T60951;69.225701
T60994;3013.734998
T61024;1703.992635
T61052;494.136661
T61086;423.508887
T61094;226.475008
T61122;226.475008
T61126;166.400221
T61132;256.218977
T61135;364.117105
T61210;985.969434
T61211;704.200447
T61216;467.43758
T61371;1468.527888
T61384;681.575547
T61402;569.704676
T61412;826.18413
T61431;578.306045
T61456;315.65756
T61500;929.437643
T61523;1911.160796
T61539;2030.644981
T61585;380.421974
T61653;1224.312867
T61658;1037.437154
T61662;2536.052149
T61712;811.314484
T61718;309.360978
T61788;497.141074
T61860;415.660511
T61862;959.142638
T61906;364.10126
T61925;1353.173846
T61939;3272.509875
T61949;664.351419
T61950;1164.874785
T61985;493.152337
T61988;508.259418
T62003;712.470954
T62248;195.923213
T62310;410.377532
T62318;595.956236
T62321;31.20187
T62366;652.589371
T62368;5178.381769
T62369;1580.465723
T62391;323.076301
T62472;910.023455
T62498;336.685321
T62508;263.081887
T62512;1325.110977
T62588;67.478666
T62590;67.478666
T62600;84.396793
T62641;184.666853
T73740;4012.338923
T73747;14849.775091
T73755;8132.951422
T73765;981.568675
T73768;1211.201647
T73774;375.876847
T73807;1415.145906
T73839;2270.776656
T73851;2853.373461
T73876;1268.31856
T73965;52.252099
T74015;362.884254
T74125;32.597644
T74148;926.666843
T74282;1092.308264
T74304;1844.714672
T74314;4602.405843
T74367;379.582261
T74369;1849.19457
T74380;1991.709721
T74414;1304.132128
T74473;589.637746
T74511;1222.579768
T74551;900.847406
T74600;609.262892
T74657;390.329667
T74690;736.847169
T74756;670.652394
T74810;856.632878
T74865;1416.893339
T74871;4616.548357
T74874;287.052592
T75004;1907.786528
T75007;1645.837701
T75023;967.080667
T75062;1398.538694
T75123;273.429159
T75243;1650.623004
T75274;3784.421591
T75282;800.297895
T75306;2140.850197
T75322;412.841395
T75330;3386.070189
T75337;771.991274
T75344;546.894809
T75385;670.570334
T75419;3555.265308
T75437;1286.264047
T75442;46.197953
T75488;1014.349491
T75515;379.311636
T75558;621.217894
T75573;1792.89337
T75582;839.808033
T75656;403.230105
T75794;1129.239874
T75857;788.502923
T75868;900.57113
T76001;1499.362678
T76003;646.380092
T76078;1136.745614
T76115;516.963949
T76120;794.42369
T76135;2134.689921
T76185;345.304532
T76189;184.10412
T76192;1275.727108
T76264;516.559933
T76267;683.309886
T76286;1417.650415
T76289;323.52479
T76341;312.330001
T76342;1107.541181
T76344;1100.116171
T76352;666.385981
T76382;552.61789
T76402;102.784312
T76404;916.126298
T76419;366.41073
T76441;1383.119831
T76472;498.95447
T76474;261.166876
T76529;3221.097208
T76547;1689.657192
T76590;2046.781518
T76663;466.916143
T76678;3012.04163
T76679;699.858265
T76719;2070.752548
T76762;533.038907
T76763;118.717087
T76764;999.808004
T76806;3157.438939
T76838;1375.521209
T76839;2609.057124
T76842;1036.787436
T76859;236.094472
T76922;919.075962
T76932;694.851963
T76973;774.771054
T77096;361.46746
T77109;665.563917
T77119;1028.867342
T77135;760.887149
T77178;1063.202108
T77270;129.522159
T77293;405.172404
T77325;1246.740781
T77335;776.871288
T77520;2465.365228
T77543;826.637786
T77568;2274.093071
T77573;809.203144
T77617;903.012359
T77693;589.188901
T77784;4453.443299
T77788;413.605615
T77947;429.487675
T78102;635.37983
T78204;1312.483005
T78206;1030.205582
T78209;4707.070746
T78253;486.417962
T78381;564.314458
T78391;995.288044
T78458;3545.21381
T78516;530.065983
T78573;919.517729
T78646;521.414238
T78664;247.5145
T78775;2246.468666
T78810;491.447228
T79168;208.470859
T79220;1487.761298
T79237;1308.552046
T79240;1147.900518
T79264;354.110881
T79368;186.832006
T79375;940.334358
T79557;668.723718
T79572;918.234316
T79638;6697.034993
T79683;1141.24849
T79783;1291.090394
T79896;411.941688
T79935;403.253587
T79941;609.773833
T80020;553.239311
T80088;1666.272596
T80295;917.695994
T80566;819.626505
T80605;109.181649
T81201;638.87693
T81376;482.932755
T81472;825.418218
T81527;748.679146
T81649;3019.109731
T81709;187.589552
T82275;1755.675912
T82336;1253.303757
T83963;140.794075
T84068;1123.49767
T84071;1218.074686
T84117;393.333626
T84205;106.844096
T84225;769.657728
T84228;298.418866
T84252;434.457997
T84290;642.15156
T84300;1620.484174
T84301;628.520183
T84331;292.290778
T84428;146.427858
T84433;118.680298
T84493;797.156299
T84495;285.516961
T84505;125.166942
T84546;302.417137
T84547;476.675422
T84560;2897.631653
T84563;357.842646
T84612;621.38356
T84622;1146.378434
T84626;338.585451
T84651;1146.79011
T84693;1002.73875
T84703;3764.929322
T84733;782.702274
T84754;231.416392
T84843;51.420982
T84857;950.257515
T84888;211.78519
T84893;574.981718
T84905;114.578934
T84915;567.126332
T84923;641.38753
T84929;212.162375
T84931;529.418239
T84944;216.309633
T84955;283.272724
T84973;301.935775
T87368;30.909842
T89690;4.252201
T89704;126.752185
T89811;345.32088
T89918;143.655219
T89932;823.895688
T89935;167.250962
T89937;347.928624
T89973;771.048331
T89992;74.099453
T92086;963.950222
T92121;3933.994123
T92125;368.228909
T92127;303.607094
T92129;665.00228
T92141;214.948038
T92154;734.356877
T92194;99.762828
T92201;203.232096
T92213;266.357751
T92214;2645.471046
T92244;592.719312
T92246;351.427174
T92270;1721.367542
T94426;2140.376296
T94476;127.327872
T94480;101.74887
T94503;222.870392
T94555;2094.549372
T94602;77.819705
T96461;525.366628
T96529;198.028568
T96535;243.527156
T96701;435.77816
T96702;128.478366
T96704;365.958494
T98600;714.566967
T98613;57.256817
T98614;135.55338
T98720;340.962404
T98737;8115.057632
T98750;726.373355
T98762;350.738702
T98763;230.668958
T98821;1537.819884
T98826;501.439881
T98877;106.381693
T98879;4422.943216
T98882;323.974156
T98884;422.445903
TA0675;441.853314
TA0689;1207.966581
TA0704;81.280492
TA0719;1131.641086
TA0729;679.441805
TA0900;107.981947
TA2501;30.242167
TA2514;123.718987
TA2531;107.317902
TA2544;64.662473
TA2551;21.070935
TA2554;30.633152
TA2555;69.049357
TA2570;25.487555
TA2574;57.189538
TA2578;76.435935
TA2580;38.754228
TA2584;71.190869
TA2588;68.440899
TA2591;43.091639
TA2604;41.931418
TA2614;78.730103
TA2616;62.499717
TA2617;214.637396
TA2621;192.353961
TA2634;74.225191
TA2641;51.029456
TA2644;100.352828
TA2656;77.868847
TA2657;59.321349
TA2668;135.435672
TA2702;137.480795
TA2722;509.625521
TA2750;114.865767
TA2770;198.633144
TA2800;254.868863
TA2805;118.080748
TA2821;204.658973
TA2826;100.774492
TA2836;91.572879
TA2837;41.381478
TA2843;111.828311
TA2853;15.591056
TA2859;104.075466
TA2866;296.621049
TA2868;161.257843
TA2869;14.31672
TA2872;89.229157
TA2875;88.171553
TA2879;105.066952
TA2884;125.839862
TA2888;250.031493
TA2895;100.831849
TA2896;94.762739
TA2900;955.444177
TA2901;70.857618
TA2904;93.189008
TA2928;73.170892
TA2963;118.674569
TA2973;131.05978
TA2977;59.726114
TA2995;74.365913
TA3007;39.389487
TA3016;322.877265
TA3026;82.288696
TA3030;91.598257
TA3050;91.901726
TA3077;127.007678
TA3082;115.096852
TA3087;56.598697
TA3091;43.477461
TA3094;249.238318
TA3095;303.864653
TA3098;160.567625
TA3126;123.543884
TA3129;180.119963
TA3130;311.268032
TA3134;50.766104
TA3138;1805.118258
TA3155;134.33948
TA3188;195.986611
TA3197;178.868177
TA3205;83.960411
TA3249;120.468021
TA3260;120.228942
TA3294;150.963676
TA3307;188.446256
TA3318;484.388007
TA3331;808.548021
TA3368;105.478352
TA3374;127.391231
TA3424;548.547895
TA3425;150.038394
TA3434;715.014131
TA3451;133.971182
TA3484;137.811178
TA3491;109.278521
TA3493;67.410423
TA3496;140.513528
TA3502;218.700774
TA3508;543.629794
TA3512;544.279604
TA3513;131.647792
TA3529;112.913733
TA3570;54.152193
TA3573;2052.178834
TA3579;274.839149
TA3585;200.14002
TA3598;147.70976
TA3606;63.951988
TA3626;64.159619
TA3658;117.756145
TA3701;91.538783
TA3738;218.151123
TA3743;108.04088
TA3750;142.684111
TA3755;213.864928
TA3789;142.380711
TA3867;81.814936
TA3873;48.335952
TA3885;120.412512
TA3887;150.727904
TA3900;223.62826
TA3905;100.96631
TA3945;163.614128
TA3952;18.345471
TA4108;520.127946
TA4192;482.991288
TA4200;236.318194
TA4208;478.114507
TA4245;97.922411
TA4295;322.743349
TA4315;41.031449
TA4345;389.040584
TA4358;1279.176398
TA4367;1466.42693
TA4372;670.34129
TA4428;465.909631
TA6050;3109.212145
TA6052;445.473763
TA6068;139.855362
TA6091;328.221119
TA6130;1573.892358
TA6133;93.146771
TA6139;595.573137
TA6145;275.755837
TA6163;197.164629
TA6191;63.083924
TA8052;1566.207517
TA8056;144.44141
TA8057;76.599886
TA8241;793.320656
TA8260;110.375565
TA8402;168.810038
TA8414;2514.716234
TA8436;323.142654
TA8440;1373.146683
TA8446;1362.51511
TA8453;205.273566
TA8467;1399.251548
TA8471;201.234047
TA8479;523.957972
TA8480;92.444707
TA8483;95.746304
TA8520;1249.036519
TA8583;3395.761719
TA8589;3234.638933
TA8688;7.299397
TA8698;304.549093
TA9001;310.800273
TA9009;677.648824
TAA519;232.268631
TAA537;128.434767
TAA619;2735.668788
TAA637;141.763955
TAA655;158.048391
TAA670;634.982792
TAA672;600.14164
TAA687;426.308799
TAA750;737.053904
TAA816;223.60656
TAABM3;97.940908
TAABOR;602.430076
TAABOV;482.306855
TAABP6;1811.698439
TAAC29;379.884373
TAAC31;1019.578035
TAACCT;1028.902063
TAACDW;596.989639
TAACIN;46.749135
TAAFRL;867.612233
TAAFTK;1111.854769
TAAFTN;158.726982
TAAFVF;465.196693
TAAFXM;48.824499
TAAFYX;412.376116
TAAG42;2120.210425
TAAG64;477.703415
TAAGAG;229.823513
TAAHSW;434.614013
TAAHTC;1307.597809
TAAHTU;1004.519569
TAAHTY;191.072292
TAAHV1;521.15656
TAAHVG;168.226763
TAAHWZ;156.981279
TAAHXK;166.586785
TAAHZ2;25.567559
TAAHZD;103.159971
TAAHZO;267.36626
TAAHZQ;956.76293
TAAHZV;2720.158758
TAAI07;29.646571
TAAI74;137.336857
TAAIA0;138.120961
TAAJU5;256.976427
TAAJUJ;161.379258
TAAJUR;405.237662
TAAJUS;34.674396
TAAJVL;3130.732442
TAAJWO;144.064574
TAAJWZ;336.333659
TAAJXE;136.273791
TAAJZ3;1295.342715
TAAJZA;399.265557
TAAK07;207.867234
TAAK79;13561.185803
TAAK82;5373.083115
TAAKAH;1233.982481
TAAKAL;257.411989
TAALX9;6014.977747
TAALXA;362.024245
TAAM13;185.003664
TAAM36;51.950818
TAAMB5;57.153213
TAAMBE;511.158474
TAAMGI;189.426856
TAAMHM;1092.858044
TAAMHW;163.700074
TAAMJN;330.686549
TAAMJS;291.146876
TAAOFB;585.546334
TAAOI5;119.158915
TAAOJH;246.602899
TAAOK8;55.022833
TAAOL8;140.332325
TAAOLS;187.393664
TAAOM7;254.79516
TAAONB;181.154423
TAAONL;279.14438
TAAQOT;176.442135
TAAQPD;575.377754
TAAQR8;96.866898
TAAQTH;83.139406
TB0050;241.759309
TB0123;539.356531
TB0134;1060.411009
TB0151;522.959467
TB0223;679.861071
TB0267;129.425773
TB0345;404.410027
TB0375;285.457629
TB0458;450.267195
TB0487;753.39857
TB0516;542.039616
TB0547;553.834925
TB0548;304.328452
TB0580;454.532396
TB0594;683.673323
TB0598;559.079414
TB0612;436.039033
TB0659;458.415178
TB0701;308.905376
TB0713;776.805616
TB0715;161.077544
TB0718;378.144485
TB0727;542.89859
TB0731;697.645516
TB0737;2033.179447
TB0738;1122.367384
TB0740;96.878539
TB0752;293.739013
TB0764;334.701975
TB0766;606.978166
TB0789;630.006233
TB0791;331.725915
TB0799;406.483625
TB0806;696.863195
TB0811;256.379355
TB0830;473.75217
TB0835;337.494149
TB0846;435.444277
TB0849;1107.446423
TB0901;679.85204
TB0902;486.502072
TB0924;177.2032
TB0925;454.835428
TB0930;596.986782
TB0968;844.018052
TB0987;389.91895
TB1005;428.356991
TB1014;374.608295
TB1015;422.447991
TB1029;588.271735
TB1040;308.199339
TB1041;413.912886
TB1056;255.399967
TB1059;292.532346
TB1067;683.489
TB1092;249.715425
TB1101;474.244772
TB1105;774.230171
TB1169;431.994989
TB1172;300.635948
TB1173;212.872735
TB1197;509.217142
TB1207;265.37315
TB1231;652.758782
TB1247;219.325748
TB1249;280.012633
TB1250;574.738848
TB1259;1077.700066
TB1292;978.1558
TB1339;919.300714
TB1362;1091.28128
TB1380;265.734265
TB1398;364.916029
TB1406;269.94682
TB1418;1068.386153
TB1438;377.327134
TB1462;283.378934
TB1474;550.410029
TB1475;866.243119
TB1479;558.643564
TB1486;497.012513
TB1491;544.241979
TB1504;399.763552
TB1549;194.749125
TB1557;534.64222
TB1570;799.376396
TB1573;624.31033
TB1574;624.31033
TB1601;38.001532
TB1613;518.855598
TB1633;88.108476
TB1634;364.931588
TB1640;327.146865
TB1645;933.51228
TB1652;442.558281
TB1663;298.870309
TB1665;336.522656
TB1675;859.096215
TB1687;471.486665
TB1696;390.853962
TB1718;169.440212
TB1719;1365.532844
TB1720;1365.532844
TB1726;433.92054
TB1733;575.193849
TB1739;206.638733
TB1772;498.45541
TB1778;262.15082
TB1823;489.714449
TB1827;289.263648
TB1833;249.193334
TB1856;455.779851
TB1896;158.823919
TB1914;249.582353
TB1918;517.684326
TB1925;497.71269
TB1937;1734.221857
TB1944;506.961843
TB1949;296.799983
TB1950;279.815536
TB1951;322.957138
TB1978;1339.779252
TB2014;134.876698
TB2021;127.443978
TB2025;270.496715
TB2037;130.074913
TB2075;746.734487
TB2086;304.813727
TB2095;264.850267
TB2097;864.795871
TB2113;434.505976
TB2138;782.265489
TB2139;213.416717
TB2156;831.119211
TB2162;114.298031
TB2186;536.733439
TB2217;107.52318
TB2230;360.128433
TB2234;716.110574
TB2240;256.937335
TB2246;201.907604
TB2268;347.802582
TB2281;927.340088
TB2307;2056.706173
TB2313;538.501517
TB2329;74.050947
TB2357;932.632871
TB2359;252.080814
TB2382;168.552623
TB2395;849.003076
TB2397;322.400277
TB2401;964.365773
TB2409;475.972205
TB2423;51.896726
TB2429;205.268749
TB2434;365.632757
TB2448;395.565488
TB2450;243.881079
TB2461;150.533664
TB2482;221.091781
TB2492;625.905422
TB2496;109.992088
TB2497;101.021319
TB2500;158.423565
TB2542;276.842579
TB2562;101.959063
TB2576;276.560972
TB2577;587.548692
TB2603;55.49124
TB2610;329.38964
TB2622;382.440155
TB2633;245.557268
TB2643;328.606152
TB2667;277.608027
TB2715;259.980144
TB2743;872.808501
TB2776;355.257758
TB2788;424.638504
TB2803;666.09581
TB2812;306.205663
TB2829;212.797581
TB2845;71.798542
TB2850;319.815277
TB2869;205.2652
TB2891;780.930857
TB2915;495.946623
TB2922;375.67406
TB2942;773.327037
TB2946;292.667695
TB2947;219.251146
TB2958;863.629527
TB2968;222.1994
TB2979;707.767498
TB2980;327.124019
TB2985;1140.628185
TB3017;352.811963
TB3034;391.666791
TB3043;370.417178
TB3111;565.213399
TB3142;281.984145
TB3150;359.238589
TB3154;110.46519
TB3163;402.394844
TB3168;144.641554
TB3181;328.178879
TB3185;485.293294
TB3188;274.255774
TB3191;483.969402
TB3199;297.709417
TB3207;453.451015
TB3209;223.498848
TB3214;603.367305
TB3236;331.570421
TB3237;228.968017
TB3272;126.340663
TB3288;259.943145
TB3291;6141.137391
TB3310;48.867254
TB3336;188.794264
TB3342;371.486184
TB3345;626.758445
TB3347;194.962967
TB3354;146.561181
TB3389;295.267844
TB3390;459.055888
TB3429;204.404544
TB3441;188.33669
TB3458;344.870033
TB3482;304.343585
TB3492;424.305553
TB3493;417.525922
TB3495;172.109823
TB3507;370.544441
TB3508;172.113126
TB3520;315.868433
TB3521;996.944249
TB3522;565.074293
TB3542;196.738325
TB3544;415.950161
TB3547;305.646068
TB3552;229.528123
TB3562;615.666413
TB3602;447.37477
TB3620;627.196254
TB3627;299.468438
TB3641;249.844025
TB3655;173.401534
TB3666;315.867129
TB3668;150.384082
TB3671;511.418974
TB3684;209.38199
TB3708;127.422007
TB3711;447.606163
TB3714;185.352598
TB3721;373.153622
TB3733;828.709313
TB3740;693.043011
TB3744;318.185497
TB3745;161.626965
TB3747;400.931081
TB3756;345.687758
TB3789;172.113126
TB3795;576.656627
TB3832;313.72288
TB3855;42.928273
TB3857;303.600703
TB3859;825.190903
TB3887;329.601163
TB3891;155.562901
TB3895;122.394781
TB3904;328.399543
TB3918;225.244294
TB3925;366.415739
TB3935;317.164323
TB3936;374.436347
TB3946;118.524181
TB3969;223.124381
TB3971;451.720075
TB3988;557.576099
TB4007;147.6678
TB4028;383.223833
TB4035;388.97698
TB4038;199.325374
TB4061;370.723867
TB4069;456.993252
TB4074;417.376942
TB4075;185.352598
TB4082;418.074479
TB4090;291.36515
TB4095;607.566407
TB4118;112.798834
TB4128;182.168147
TB4131;212.779857
TB4132;313.469312
TB4135;489.068358
TB4138;372.628381
TB4142;34.609306
TB4144;113.171549
TB4145;164.316048
TB4155;194.785075
TB4162;547.87143
TB4166;363.933417
TB4172;546.672479
TB4183;331.39277
TB4187;57.81468
TB4228;361.301907
TB4232;332.344129
TB4238;259.561803
TB4253;275.527117
TB4287;142.611848
TB4293;204.009594
TB4311;167.747641
TB4322;181.730921
TB4327;497.952645
TB4332;111.113477
TB4336;152.636922
TB4345;250.363948
TB4355;440.512936
TB4358;216.66058
TB4359;355.455346
TB4370;134.079628
TB4380;440.033389
TB4388;477.929401
TB4390;208.424698
TB4393;380.08666
TB4395;66.897243
TB4400;458.08447
TB4410;393.507012
TB4413;265.450235
TB4421;553.459212
TB4434;329.322003
TB4442;147.433521
TB4453;415.956811
TB4458;734.450746
TB4463;87.138396
TB4483;248.687439
TB4508;541.944864
TB4511;135.033916
TB4565;381.451279
TB4577;61.733577
TB4582;181.884092
TB4591;39.157735
TB4598;231.298754
TB4603;452.083758
TB4613;276.825204
TB4615;234.580873
TB4628;132.497843
TB4649;75.236435
TB4652;169.607535
TB4659;703.888172
TB4663;237.160973
TB4666;104.206267
TB4670;703.64665
TB4671;317.82534
TB4679;307.323445
TB4691;379.98443
TB4698;170.908498
TB4702;176.962001
TB4721;140.250333
TB4727;808.172629
TB4732;243.363238
TB4733;151.474435
TB4737;226.773514
TB4748;168.381527
TB4764;394.630696
TB4779;245.805071
TB4788;304.185459
TB4804;382.278158
TB4808;151.135207
TB4814;411.729784
TB4815;192.331301
TB4817;263.92412
TB4835;245.052169
TB4846;166.646767
TB4848;374.033415
TB4850;230.615788
TB4852;611.068639
TB4864;54.188906
TB4880;349.69083
TB4886;164.479153
TB4892;573.060102
TB4894;252.611305
TB4901;128.235866
TB4903;1048.87584
TB4910;255.480273
TB4912;371.643373
TB4921;267.946962
TB4922;340.671276
TB4951;263.916998
TB4967;547.195367
TB4979;48.110021
TB4988;229.568634
TB4992;236.572373
TB5023;451.652038
TB5041;686.185042
TB5056;154.096595
TB5078;149.850099
TB5118;215.225124
TB5129;335.756465
TB5148;174.776284
TB5152;425.331229
TB5204;2054.087169
TB5225;313.410384
TB5237;238.164365
TB5243;85.161418
TB5304;90.573635
TB5353;601.378711
TB5367;422.233128
TB5383;326.129524
TB5391;382.489223
TB5398;192.825436
TB5414;45.628344
TB5440;265.282963
TB5461;195.053484
TB5466;443.378443
TB5497;289.989518
TB5512;298.095976
TB5517;137.767002
TB5520;116.113684
TB5558;220.761349
TB5559;251.241854
TB5562;55.62544
TB5585;170.327922
TB5599;510.745237
TB5656;64.428318
TB5665;615.312723
TB5687;702.983903
TB5707;228.00769
TB5728;110.747539
TB5732;187.473943
TB5735;191.188189
TB5739;156.684132
TB5740;155.161502
TB5745;392.304829
TB5773;485.604248
TB5781;2271.412367
TB5783;168.191843
TB5811;134.31314
TB5814;52.213075
TB5821;142.454174
TB5887;157.023612
TB5891;173.119942
TB5912;166.015331
TB5934;235.913178
TB5965;158.563649
TB6029;88.241148
TB6036;178.093114
TB6054;182.17542
TB6074;89.039137
TB6134;176.321455
TB6139;2271.412367
TB6143;142.209138
TB6166;136.987207
TB6173;181.591504
TB6189;408.060837
TB6218;709.986236
TB6225;360.345113
TB6240;67.780894
TB6273;140.864534
TB6275;53.964356
TB6291;64.242997
TB6365;371.55001
TB6386;614.97849
TB6412;106.166757
TB6427;637.112895
TB6431;134.260998
TB6496;138.120644
TB6500;139.550348
TB6503;290.488646
TB6504;489.866767
TB6548;153.913152
TB6563;127.507844
TB6566;127.507844
TB6575;542.281358
TB6588;64.243581
TB6594;487.267738
TB6627;379.147369
TB6654;356.952217
TB6660;250.476493
TB6662;166.291662
TB6670;197.820976
TB6685;334.509938
TB6687;219.532985
TB6695;95.181035
TB6709;235.503858
TC0199;102.046885
TC0263;471.068618
TC0264;64.593992
TC0486;189.83488
TC0896;268.466739
TC0975;28.306619
TC1076;263.167777
TC1303;69.449663
TC1348;2432.79538
TC1901;52.597612
TC2130;27.441325
TC2138;144.879153
TC2177;53.782749
TC2394;48.298763
TC2447;180.6937
TC2537;240.120829
TC2585;42.270594
TC2735;49.058368
TC2775;49.958802
TC2857;24.97932
TC3530;222.474275
TC3698;1151.157931
TC3843;1502.60786
TC4332;142.648791
TC4460;136.441445
TC4760;72.325102
TC5093;31.764392
TC5177;48.569104
TC5532;129.070682
TC5681;65.642181
TC5793;79.235354
TC6070;134.895961
TC6175;107.536288
TC6234;122.93146
TC6783;42.138657
TC7207;52.119423
TC7343;50.968167
TC7591;145.515121
TC7801;415.332191
TC7805;110.633614
TC7935;68.85789
TC8325;60.707904
TC8400;104.433841
TC8493;63.976564
TC8613;224.980637
TC8962;234.65126
TC9008;79.916116
TC9218;231.476647
TC9518;54.618131
TCA083;52.597612
TCA219;37.380537
TCA468;129.070682
TCA498;203.771637
TCA523;218.569404
TCAAT5;50.968167
TCAATF;101.38087
TCABN5;175.336234
TCABR7;38.79562
TCABVH;124.622704
TCAC14;51.343733
TCACIJ;110.044023
TCACR1;84.576705
TCADJM;64.980144
TCADJO;52.597612
TCADST;65.635148
TCAE51;48.730467
TCAENG;120.476407
TCAEY2;149.940597
TCAFB4;129.986826
TCAG13;49.396293
TCAG77;148.543623
TCAGBS;796.732213
TCAGS6;225.540801
TCAGYB;64.175439
TCAGZU;134.828376
TCAH56;57.634604
TCAIF7;177.958983
TCAIH6;38.430087
TCAIVC;68.959499
TCAJID;1051.133496
TCAJLC;109.384018
TCAJZX;107.701074
TCAKDA;2990.905304
TCAL80;1107.276467
TCALKI;540.36499
TCALSH;48.474679
TCAMYE;103.860661
TCAN36;95.663105
TCAN66;258.746774
TCANA8;59.628914
TCANP4;55.510966
TCANUZ;171.02693
TCAOQ8;248.620888
TCAOS3;138.634211
TCAOV1;113.76317
TCAPIM;71.976577
TCASEN;38.304887
TCASVR;236.92649
TCATCY;139.173225
TCATXY;395.523149
TCAUCX;103.932785
TCAUD4;4145.178992
TCAUJR;102.222855
TCAUPK;193.31333
TCAVO6;58.19255
TCAW21;65.12066
TCAWHU;65.204414
TCAWJ7;121.838457
TCAWN0;218.266861
TCAWPS;448.380273
TCAWRC;1050.394348
TCAWUC;186.012981
TCAWUW;140.363563
TCAWV5;112.795744
TCAWXR;49.98742
TCAXD3;22.452155
TCAXOT;105.365157
TCAXRU;52.119423
TCAXST;37.548207
TCAXTX;250.339706
TCAXU6;49.960904
TCAXVZ;156.568463
TCAYA0;37.02515
TCAYI4;107.55569
TCAYM0;64.753308
TCAZKM;137.663016
TCAZNL;33.982527
TCB063;218.300733
TCB167;119.098189
TCBA21;226.112175
TCBANZ;25572.089268
TCBAPA;52.597612
TCBBAU;73.886997
TCBEPW;55.604744
TCBG82;67.954697
TCBHV8;2054.675925
TCBIDT;144.689413
TCBIEK;50.968167
TCBIFX;49.079711
TCBIL7;142.097035
TCBIRJ;203.983447
TCBJA3;42.174673
TCBJL5;172.69446
TCBJLI;55.439177
TCBJYQ;183.745309
TCBKBW;107.625054
TCBL46;49.156674
TCBMLV;48.856787
TCBNKR;46.139715
TCBNZS;31.41258
TCBOPS;19.052707
TCBOQQ;28.199899
TCBPMZ;26.669878
TCBQC0;58.734354
TCBRBG;36.26105
TCBSJ2;36.617429
TD0010;46.939779
TD0037;501.9309
TD0066;105.287547
TD0069;688.663159
TD0078;207.326888
TD0106;205.824575
TD0111;135.003693
TD0123;204.066234
TD0133;59.154642
TD0135;203.877948
TD0142;513.205009
TD0181;2427.669736
TD0182;692.895115
TD0277;565.576827
TD0290;470.594396
TD0306;88.289906
TD0317;279.87881
TD0324;511.036727
TD0342;196.373713
TD0344;315.27659
TD0358;222.24814
TD0407;434.067442
TD0421;236.066267
TD0472;472.820828
TD0505;28.142499
TD0532;123.651936
TD0567;158.318032
TD0569;986.002134
TD0631;316.919916
TD0647;946.780658
TD0659;133.032901
TD0675;83.638504
TD0698;58.998365
TD4347;312.925832
TD4616;159.443201
TDC00T;208.140082
TDC00W;301.840239
TDC00X;118.794819
TDC011;488.765736
TDC014;264.950373
TDC01I;651.990779
TDC01O;384.703515
TDC01Q;358.76281
TDC01U;367.568071
TDC01Y;445.612212
TDC01Z;390.789083
TDC023;542.459818
TDC024;91.949604
TDC02G;629.021426
TDC047;188.648341
TDC04H;259.371806
TDC04J;74.174364
TDC04Q;277.587198
TDC04T;255.674077
TDC04U;72.541115
TDC05E;266.063488
TDC06P;57.23099
TDC06S;292.650954
TDC07A;99.865542
TDC087;68.277057
TDC088;598.932613
TDC08C;95.156627
TDC08L;598.932613
TDC091;598.932613
TDC098;379.137819
TDC099;615.623438
TDC09F;137.470555
TDC09G;269.406301
TDC09J;853.371274
TDC0AQ;63.40581
TDC0AZ;2.279404
TDC0B4;12.449918
TDC0BF;78.869699
TDC0BR;221.302101
TDC0BT;598.932613
TDC0CA;439.967304
TDC0DE;345.460386
TDC0DF;22.779294
TDC0DW;22.822741
TDC0DX;22.822741
TDC0F2;100.18843
TDC0FD;139.726897
TDC0G4;598.932613
TDC0G8;598.932613
TDC0GL;598.932613
TDC0GM;38.664277
TDC0GU;2370.940787
TDC0GW;598.932613
TDC0H7;26.847126
TDC0I1;50.213903
TDC0I6;118.262638
TDC0I8;633.378374
TDC0IK;277.104464
TDC0IM;182.819217
TDC0IN;241.516882
TDC0IX;90.963584
TDC0IY;226.956299
TDC0J0;174.52836
TDC0J5;123.836742
TDC0J8;291.9566
TDC0JP;598.932613
TDC0K3;26.034138
TDC0K5;1425.345003
TDC0KM;598.932613
TDC0KP;106.149844
TDC0MZ;92.909849
TDC0NF;310.750588
TDC0NZ;244.501568
TDC0O9;407.138735
TDC0OP;598.932613
TDC0OT;161.000946
TDC0P7;603.341813
TDC0PH;266.058413
