CD_CLIENTE;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
T53023;7.0;8.0;6.75;6.75;7.5;8.0;7.0;7.25;6.5
T53093;10.0;10.0;9.0;10.0;10.0;8.0;9.0;10.0;10.0
T53095;6.5;9.0;5.5;5.75;7.75;6.0;7.25;6.25;7.0
T53231;8.428571428571429;7.142857142857143;7.285714285714286;7.714285714285714;6.714285714285714;7.857142857142857;8.285714285714286;7.571428571428571;8.714285714285714
T53290;4.0;6.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
T53295;9.25;8.75;9.25;9.25;9.25;9.25;9.25;9.25;9.25
T53335;5.333333333333333;7.0;6.0;6.0;5.666666666666667;6.0;5.333333333333333;5.333333333333333;5.666666666666667
T53336;8.0;5.0;8.0;8.0;8.0;8.0;9.0;5.0;8.0
T53339;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T53360;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T53366;9.333333333333334;9.0;8.333333333333334;8.333333333333334;8.666666666666666;8.0;9.0;9.0;8.666666666666666
T53381;8.0;8.5;8.0;8.0;9.0;8.0;9.0;8.0;8.0
T53401;8.0;8.0;7.0;7.0;9.0;8.0;7.0;7.0;7.0
T53403;8.333333333333334;8.666666666666666;8.333333333333334;8.333333333333334;7.666666666666667;7.0;7.333333333333333;8.333333333333334;8.666666666666666
T53435;8.0;10.0;8.0;8.0;10.0;8.0;8.0;8.0;8.0
T53440;5.0;5.0;7.0;5.0;5.0;3.0;5.0;4.0;5.0
T53489;8.285714285714286;8.285714285714286;8.285714285714286;8.285714285714286;8.571428571428571;8.285714285714286;8.428571428571429;8.142857142857142;8.142857142857142
T53547;9.666666666666666;9.666666666666666;6.666666666666667;7.333333333333333;8.333333333333334;8.0;8.333333333333334;9.666666666666666;9.666666666666666
T53560;6.666666666666667;6.0;6.666666666666667;6.333333333333333;6.0;7.333333333333333;7.666666666666667;7.0;4.666666666666667
T53563;9.75;9.25;8.25;9.25;9.25;7.25;9.75;9.75;9.75
T53570;9.333333333333334;10.0;9.0;9.0;10.0;9.333333333333334;9.666666666666666;9.333333333333334;10.0
T53590;8.0;8.333333333333334;8.333333333333334;9.0;7.666666666666667;7.666666666666667;8.333333333333334;8.0;8.333333333333334
T53615;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;10.0
T53634;8.2;8.2;8.4;8.4;8.2;7.8;8.4;8.2;8.4
T53645;8.0;8.2;8.8;9.8;8.6;7.8;9.8;8.6;9.6
T53658;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T53698;8.0;7.5;8.0;8.0;8.5;6.0;8.5;7.5;7.0
T53699;7.666666666666667;7.666666666666667;8.0;7.333333333333333;7.666666666666667;8.0;7.666666666666667;7.333333333333333;8.0
T53707;8.0;7.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T53716;6.666666666666667;5.0;4.666666666666667;5.666666666666667;3.0;4.666666666666667;7.0;6.0;1.6666666666666667
T53719;8.0;8.0;10.0;9.0;9.0;7.0;7.0;8.0;8.0
T53733;5.5;5.0;4.5;5.0;5.5;5.0;5.5;5.5;3.5
T53735;8.444444444444445;8.777777777777779;8.222222222222221;8.444444444444445;8.444444444444445;8.11111111111111;8.444444444444445;8.222222222222221;8.333333333333334
T53741;9.0;9.0;7.0;7.0;9.0;9.0;9.0;8.0;9.0
T53742;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T53751;8.833333333333334;7.166666666666667;8.666666666666666;8.666666666666666;7.666666666666667;7.833333333333333;8.833333333333334;8.833333333333334;9.0
T53755;6.8;7.4;7.6;8.2;7.6;6.4;7.2;6.8;6.2
T53762;9.0;9.166666666666666;8.5;8.833333333333334;9.166666666666666;8.5;9.0;8.833333333333334;8.5
T53779;7.5;8.0;8.0;6.5;3.5;6.0;7.5;7.5;9.0
T53780;5.666666666666667;6.666666666666667;7.333333333333333;7.666666666666667;5.666666666666667;6.0;7.333333333333333;7.0;6.333333333333333
T53787;6.666666666666667;7.0;4.333333333333333;4.333333333333333;5.0;6.666666666666667;4.333333333333333;6.666666666666667;6.666666666666667
T54053;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667;7.666666666666667
T54060;8.333333333333334;8.333333333333334;7.333333333333333;7.0;9.333333333333334;6.666666666666667;8.333333333333334;7.666666666666667;7.666666666666667
T54068;9.0;7.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T54131;7.75;7.0;7.25;7.25;6.5;7.75;7.75;7.25;7.5
T54187;8.428571428571429;6.714285714285714;6.714285714285714;7.428571428571429;7.714285714285714;7.0;8.0;7.0;7.571428571428571
T54216;9.666666666666666;9.333333333333334;8.666666666666666;9.666666666666666;9.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334;9.0
T54237;10.0;9.333333333333334;4.666666666666667;7.333333333333333;10.0;10.0;10.0;10.0;10.0
T54252;10.0;10.0;8.0;8.0;8.0;10.0;10.0;10.0;7.0
T54263;10.0;10.0;9.333333333333334;10.0;10.0;8.666666666666666;10.0;9.333333333333334;9.333333333333334
T54271;9.666666666666666;10.0;7.666666666666667;7.666666666666667;9.666666666666666;9.0;9.666666666666666;9.666666666666666;8.666666666666666
T54276;8.0;8.0;7.0;8.0;9.0;8.0;8.0;8.0;8.0
T54280;9.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T54282;8.0;9.0;8.0;9.0;10.0;8.0;9.0;8.0;8.0
T54284;9.0;7.6;8.0;8.0;8.6;9.0;8.8;8.4;8.6
T54306;7.75;7.75;7.5;7.75;8.0;7.0;8.0;7.75;8.25
T54318;8.5;8.0;6.5;7.0;9.0;3.5;8.5;7.5;7.5
T54374;10.0;10.0;8.0;9.0;10.0;6.0;8.0;10.0;4.0
T54397;2.5;2.5;2.5;2.5;2.5;2.5;5.0;2.5;4.25
T54414;7.0;7.333333333333333;7.0;7.0;7.333333333333333;7.0;6.333333333333333;7.0;7.333333333333333
T54415;6.0;6.5;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T54430;10.0;8.0;7.0;7.0;7.0;7.0;10.0;7.0;8.0
T54544;10.0;10.0;5.0;5.0;7.0;5.0;10.0;10.0;10.0
T54551;7.666666666666667;7.666666666666667;8.666666666666666;9.0;7.666666666666667;7.666666666666667;9.0;7.333333333333333;8.666666666666666
T54556;8.5;10.0;9.0;9.5;9.5;7.5;9.0;8.25;7.0
T54649;7.25;6.5;7.75;8.0;6.75;4.75;7.75;7.5;7.75
T54729;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T54769;9.0;8.5;8.0;8.0;9.0;8.0;9.0;9.5;8.5
T54797;8.5;7.75;7.75;8.5;8.0;6.75;8.25;7.5;6.75
T54815;9.0;8.0;8.0;8.0;9.0;9.0;9.0;9.0;8.0
T54838;9.5;8.0;9.5;9.5;9.5;9.5;9.5;9.5;9.5
T54928;8.5;8.0;8.0;9.5;9.5;7.5;8.5;8.5;9.0
T55024;6.6;4.2;7.2;6.2;6.6;6.0;7.2;6.6;6.8
T55031;9.0;9.0;8.0;9.0;8.0;8.0;8.0;9.0;9.0
T55053;8.75;9.375;8.5;8.625;9.0;7.875;8.75;8.875;8.25
T55103;8.25;7.75;7.75;7.75;9.0;7.75;8.75;8.0;8.25
T55216;6.5;6.5;5.75;6.75;6.75;6.5;6.5;5.5;6.25
T55219;7.0;7.571428571428571;7.0;7.714285714285714;6.857142857142857;6.142857142857143;7.0;7.571428571428571;7.285714285714286
T55238;6.0;6.0;5.0;6.0;7.0;6.0;7.0;5.0;5.0
T55244;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;8.0
T55295;8.666666666666666;8.666666666666666;8.0;8.333333333333334;8.0;9.0;9.0;8.666666666666666;8.333333333333334
T55302;8.0;9.0;6.0;7.0;8.0;8.0;8.0;8.0;8.0
T55328;10.0;10.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0
T55539;9.5;3.5;10.0;10.0;10.0;7.0;8.0;0.0;8.0
T55554;10.0;10.0;8.0;9.0;7.0;7.0;10.0;9.0;7.0
T55596;9.0;8.666666666666666;8.833333333333334;9.0;9.5;7.166666666666667;9.166666666666666;8.666666666666666;8.666666666666666
T55622;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T55665;8.333333333333334;8.0;7.666666666666667;7.666666666666667;8.333333333333334;7.666666666666667;8.333333333333334;8.666666666666666;8.333333333333334
T55699;8.0;7.666666666666667;7.333333333333333;7.333333333333333;6.666666666666667;7.0;7.333333333333333;7.333333333333333;8.666666666666666
T55737;7.666666666666667;7.666666666666667;6.666666666666667;6.666666666666667;7.0;7.666666666666667;7.666666666666667;8.0;8.333333333333334
T55754;9.0;8.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T55956;8.25;8.25;8.0;8.75;8.75;7.75;8.75;8.0;8.25
T56018;6.6;6.2;6.2;6.4;5.8;6.2;6.2;6.6;6.2
T56033;8.5;10.0;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T56076;9.0;7.0;9.0;9.0;8.0;8.5;9.0;9.0;9.0
T56137;7.0;9.0;9.0;9.0;8.0;7.0;9.0;9.0;9.0
T56241;9.0;9.0;9.0;9.0;9.0;7.0;8.0;4.0;9.0
T56291;0.0;0.0;0.0;3.0;0.0;0.0;0.0;10.0;0.0
T56307;10.0;8.0;8.0;8.0;10.0;10.0;10.0;10.0;10.0
T56320;8.2;8.0;7.0;8.0;8.2;7.2;8.8;8.6;8.0
T56348;7.75;8.0;8.25;8.25;8.5;7.75;8.5;7.75;7.75
T56361;9.0;9.428571428571429;8.571428571428571;9.428571428571429;9.285714285714286;8.0;9.142857142857142;8.571428571428571;9.0
T56419;9.8;9.8;9.8;9.6;9.8;8.8;9.8;9.6;9.6
T56447;9.75;9.5;10.0;10.0;9.75;9.75;10.0;9.75;10.0
T56562;8.8;9.2;8.8;8.8;8.8;8.6;8.8;8.6;8.2
T56590;6.5;6.5;9.0;8.5;7.5;9.0;9.0;6.5;9.5
T56606;8.5;9.0;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T56626;7.714285714285714;8.0;7.142857142857143;7.428571428571429;7.714285714285714;8.0;7.714285714285714;7.714285714285714;7.428571428571429
T57095;9.285714285714286;9.0;9.571428571428571;9.571428571428571;9.714285714285714;8.0;9.571428571428571;9.428571428571429;8.857142857142858
T57105;8.166666666666666;8.666666666666666;7.833333333333333;8.166666666666666;8.333333333333334;7.5;8.0;8.166666666666666;8.0
T57154;8.333333333333334;7.5;7.166666666666667;7.166666666666667;7.666666666666667;8.0;8.5;8.333333333333334;8.5
T57156;8.75;8.5;8.75;8.75;8.5;8.0;8.5;8.25;8.0
T57157;10.0;8.666666666666666;9.333333333333334;9.666666666666666;9.0;9.0;9.0;10.0;10.0
T57160;4.333333333333333;4.333333333333333;4.333333333333333;4.333333333333333;4.333333333333333;4.0;4.333333333333333;4.666666666666667;4.333333333333333
T57161;6.666666666666667;6.666666666666667;6.333333333333333;6.666666666666667;6.666666666666667;5.666666666666667;7.333333333333333;6.666666666666667;8.0
T57165;9.0;6.5;9.0;9.0;7.0;8.0;8.5;8.5;8.5
T57177;9.25;9.75;9.0;9.25;9.25;8.75;9.5;9.0;8.75
T57205;8.333333333333334;9.0;8.333333333333334;8.333333333333334;8.333333333333334;7.666666666666667;8.333333333333334;6.666666666666667;8.333333333333334
T57211;10.0;10.0;9.0;9.0;10.0;9.0;10.0;10.0;9.5
T57215;9.0;9.0;7.5;9.25;9.25;7.5;9.0;9.0;8.75
T57248;9.0;8.0;7.8;7.8;8.8;7.4;7.8;7.4;7.6
T57253;8.0;8.5;6.25;5.25;9.5;6.0;9.25;3.75;9.0
T57320;8.25;8.5;8.5;8.0;9.0;7.5;8.5;8.25;8.0
T57362;8.142857142857142;6.857142857142857;8.0;8.142857142857142;7.857142857142857;8.142857142857142;8.142857142857142;8.142857142857142;8.428571428571429
T57392;10.0;10.0;7.666666666666667;8.666666666666666;9.0;6.333333333333333;8.333333333333334;7.666666666666667;8.666666666666666
T57410;7.666666666666667;8.0;7.333333333333333;7.333333333333333;8.333333333333334;7.333333333333333;8.0;8.0;8.0
T57422;9.0;9.0;8.0;9.0;10.0;9.0;8.0;9.0;9.0
T57445;8.5;8.75;8.5;8.5;8.5;8.5;8.5;8.5;8.5
T57479;5.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
T57506;10.0;10.0;10.0;10.0;10.0;7.666666666666667;10.0;10.0;10.0
T57514;7.333333333333333;5.333333333333333;8.666666666666666;8.666666666666666;8.333333333333334;5.666666666666667;8.0;8.0;7.333333333333333
T57546;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T57551;9.666666666666666;9.666666666666666;10.0;9.666666666666666;9.666666666666666;9.666666666666666;10.0;9.666666666666666;9.666666666666666
T57558;9.0;9.0;8.0;9.0;9.0;8.0;8.0;8.0;8.0
T57575;4.0;4.0;3.5;3.5;5.0;4.0;5.0;4.0;4.0
T57702;9.666666666666666;9.666666666666666;9.166666666666666;9.333333333333334;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.333333333333334
T57766;8.0;9.0;8.0;9.0;9.0;8.0;8.0;8.0;8.0
T57767;8.0;7.0;7.0;7.5;7.25;7.0;8.0;7.5;6.75
T57876;10.0;7.5;8.0;10.0;6.5;6.5;10.0;10.0;9.0
T57886;9.0;7.75;8.5;8.75;8.25;5.75;7.25;7.25;7.5
T58044;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T58122;8.0;8.0;7.666666666666667;7.333333333333333;8.0;7.666666666666667;7.333333333333333;8.0;8.0
T58124;6.857142857142857;5.428571428571429;6.857142857142857;6.857142857142857;6.857142857142857;6.285714285714286;6.0;6.857142857142857;5.714285714285714
T58138;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T58144;10.0;10.0;10.0;10.0;10.0;8.0;9.0;10.0;10.0
T58203;6.5;6.75;6.5;6.5;6.5;6.5;6.5;6.5;6.5
T58228;8.8;7.8;7.8;8.0;8.4;7.6;7.8;8.2;8.0
T58232;9.5;9.5;7.5;8.0;8.5;5.5;8.5;9.5;8.5
T58233;8.0;5.0;2.0;7.0;10.0;5.0;10.0;5.0;0.0
T58234;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
T58381;9.25;8.5;8.75;9.0;8.0;7.75;9.25;8.75;9.0
T58447;8.75;9.5;7.75;8.75;9.75;7.0;6.25;6.5;8.0
T58470;10.0;10.0;9.0;9.5;9.5;9.0;9.5;10.0;9.5
T58490;9.0;9.0;7.5;8.0;9.0;7.0;8.5;9.0;9.0
T58507;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T58645;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T58657;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T58681;7.0;8.0;8.0;8.0;7.0;7.0;7.0;8.0;9.0
T58706;9.666666666666666;9.333333333333334;8.666666666666666;9.0;9.0;8.333333333333334;9.333333333333334;9.333333333333334;9.0
T58719;8.571428571428571;8.428571428571429;8.285714285714286;8.714285714285714;8.571428571428571;8.428571428571429;8.571428571428571;8.285714285714286;8.428571428571429
T58720;8.666666666666666;8.333333333333334;7.166666666666667;8.0;8.5;6.333333333333333;7.833333333333333;8.333333333333334;8.166666666666666
T59077;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T59082;9.333333333333334;8.0;8.666666666666666;8.666666666666666;9.666666666666666;9.333333333333334;9.666666666666666;9.333333333333334;9.0
T59103;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T59162;8.5;8.75;8.75;8.75;8.5;8.75;8.5;9.25;9.0
T59191;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T59260;7.142857142857143;8.285714285714286;7.285714285714286;7.428571428571429;7.571428571428571;6.428571428571429;7.428571428571429;7.0;7.428571428571429
T59274;8.5;7.75;8.25;8.5;8.5;8.0;8.5;8.5;8.5
T59290;10.0;10.0;9.0;10.0;10.0;9.0;10.0;10.0;4.0
T59293;10.0;8.0;10.0;10.0;10.0;7.0;9.0;10.0;8.0
T59297;8.0;8.8;8.2;8.4;8.6;7.8;8.4;8.4;8.6
T59328;8.5;5.0;9.0;8.5;8.5;8.0;9.0;8.5;8.0
T59673;9.5;9.0;9.5;9.0;10.0;8.5;10.0;9.5;9.0
T59700;6.333333333333333;7.0;5.333333333333333;7.0;7.0;5.333333333333333;6.333333333333333;6.0;6.0
T59726;10.0;10.0;8.0;8.0;10.0;5.0;10.0;10.0;10.0
T59826;10.0;10.0;10.0;10.0;10.0;7.5;8.5;10.0;9.5
T59920;9.0;9.333333333333334;9.0;9.333333333333334;9.0;9.0;9.0;8.666666666666666;8.666666666666666
T60033;9.5;8.75;8.5;9.5;9.75;8.5;9.0;9.5;9.5
T60085;9.0;8.5;8.0;8.5;8.5;9.0;8.5;9.0;9.0
T60147;6.2;5.8;6.0;5.6;5.8;4.4;6.6;6.6;6.6
T60161;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T60204;10.0;10.0;9.333333333333334;10.0;10.0;10.0;10.0;10.0;9.666666666666666
T60224;8.666666666666666;9.333333333333334;8.666666666666666;8.666666666666666;9.333333333333334;8.666666666666666;9.333333333333334;8.666666666666666;8.666666666666666
T60275;9.333333333333334;9.333333333333334;8.666666666666666;9.333333333333334;9.333333333333334;8.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334
T60309;9.0;9.0;7.0;8.0;9.0;9.0;9.0;9.0;8.0
T60379;7.0;7.5;7.0;7.5;7.0;6.5;7.0;7.0;4.0
T60392;4.333333333333333;6.0;4.666666666666667;4.333333333333333;4.666666666666667;4.333333333333333;5.333333333333333;3.3333333333333335;3.3333333333333335
T60400;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60409;10.0;9.666666666666666;8.333333333333334;10.0;7.0;6.333333333333333;8.666666666666666;10.0;8.666666666666666
T60430;8.0;6.0;7.0;7.0;8.0;6.0;8.0;8.0;7.0
T60435;7.5;7.5;5.5;4.5;4.5;6.5;9.0;5.5;9.0
T60449;9.0;8.0;9.0;9.0;7.0;7.0;8.0;8.0;8.0
T60458;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
T60480;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T60481;8.428571428571429;9.571428571428571;8.571428571428571;8.571428571428571;8.285714285714286;8.428571428571429;8.285714285714286;8.428571428571429;7.857142857142857
T60502;3.5;4.5;1.5;4.0;3.5;2.5;3.5;3.5;3.0
T60517;8.5;8.0;8.5;8.5;8.5;8.5;8.5;7.5;7.5
T60518;8.25;8.5;8.75;8.75;8.5;8.0;9.0;7.5;7.75
T60571;10.0;9.333333333333334;8.0;7.666666666666667;10.0;8.0;9.666666666666666;9.333333333333334;8.666666666666666
T60580;9.333333333333334;8.666666666666666;9.0;9.333333333333334;7.666666666666667;8.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334
T60589;4.666666666666667;5.666666666666667;3.6666666666666665;3.6666666666666665;3.6666666666666665;5.333333333333333;5.333333333333333;4.333333333333333;4.333333333333333
T60607;9.5;9.5;9.5;9.5;9.5;7.5;9.5;10.0;9.5
T60617;10.0;8.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60625;8.833333333333334;8.666666666666666;8.666666666666666;8.833333333333334;8.833333333333334;8.0;8.833333333333334;8.5;8.333333333333334
T60633;1.5;2.25;1.25;3.0;1.25;2.0;1.75;1.5;2.75
T60689;8.0;5.0;6.666666666666667;7.0;4.666666666666667;6.666666666666667;7.333333333333333;6.0;8.0
T60696;7.2;7.0;5.8;6.8;6.6;4.4;6.8;7.2;7.6
T60716;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;2.0
T60720;9.5;8.5;9.5;9.5;8.5;7.0;9.5;9.5;9.5
T60726;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T60795;8.333333333333334;8.333333333333334;8.0;8.333333333333334;8.0;8.333333333333334;8.666666666666666;8.333333333333334;8.0
T60842;8.75;8.0;8.5;8.5;8.75;8.0;8.75;8.5;8.0
T60887;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T60951;9.166666666666666;9.0;7.833333333333333;7.833333333333333;8.833333333333334;8.5;9.333333333333334;9.166666666666666;9.0
T60994;9.333333333333334;7.666666666666667;7.666666666666667;8.666666666666666;9.333333333333334;8.0;9.0;9.333333333333334;9.333333333333334
T61024;7.2;8.6;6.4;6.6;8.0;6.8;7.6;6.8;7.4
T61052;10.0;9.714285714285714;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T61086;8.0;8.333333333333334;7.0;8.0;8.333333333333334;6.666666666666667;7.666666666666667;7.0;7.666666666666667
T61094;9.0;9.0;8.0;8.0;4.0;7.0;9.0;9.0;9.0
T61122;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T61126;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666
T61132;7.4;6.4;6.4;6.6;7.4;6.8;7.2;7.2;7.6
T61210;7.5;7.25;7.5;7.5;7.75;7.0;7.25;7.25;7.5
T61211;8.5;9.25;9.25;9.25;8.75;8.25;9.25;8.25;7.25
T61216;7.75;7.75;7.5;8.0;7.75;7.0;8.25;7.25;8.0
T61235;8.0;8.0;7.333333333333333;8.333333333333334;8.666666666666666;8.0;8.0;8.0;8.0
T61371;8.333333333333334;8.0;7.666666666666667;8.333333333333334;9.0;5.666666666666667;7.666666666666667;8.333333333333334;7.666666666666667
T61384;7.5;7.75;7.5;6.75;7.5;7.0;8.0;7.75;7.75
T61402;8.833333333333334;7.833333333333333;8.333333333333334;8.833333333333334;9.166666666666666;8.666666666666666;8.666666666666666;8.833333333333334;8.666666666666666
T61412;8.142857142857142;8.142857142857142;7.714285714285714;8.142857142857142;8.142857142857142;8.285714285714286;8.285714285714286;8.142857142857142;8.428571428571429
T61431;10.0;8.0;10.0;10.0;8.0;8.0;8.0;10.0;10.0
T61456;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
T61500;9.2;9.2;8.4;8.4;9.2;7.0;9.2;8.0;9.2
T61523;6.0;6.833333333333333;7.333333333333333;7.666666666666667;6.666666666666667;6.666666666666667;4.833333333333333;6.0;7.0
T61539;6.666666666666667;3.6666666666666665;7.333333333333333;7.0;4.333333333333333;6.333333333333333;5.666666666666667;6.666666666666667;7.666666666666667
T61561;9.333333333333334;9.666666666666666;9.333333333333334;8.666666666666666;9.333333333333334;8.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334
T61585;9.857142857142858;9.714285714285714;9.285714285714286;9.428571428571429;9.571428571428571;9.142857142857142;9.714285714285714;9.857142857142858;9.571428571428571
T61653;10.0;9.0;8.5;8.75;9.75;6.75;6.25;7.75;8.75
T61658;8.833333333333334;8.666666666666666;8.666666666666666;8.666666666666666;8.666666666666666;8.166666666666666;8.666666666666666;8.666666666666666;8.666666666666666
T61662;8.0;7.0;8.0;8.0;6.5;8.0;8.0;8.0;6.5
T61712;7.0;7.0;8.0;9.0;7.0;7.0;7.0;7.0;8.0
T61718;7.0;4.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T61788;8.666666666666666;8.666666666666666;9.333333333333334;9.0;8.333333333333334;8.333333333333334;9.333333333333334;8.666666666666666;9.333333333333334
T61799;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T61860;9.0;9.0;9.0;9.0;7.0;9.0;10.0;9.0;9.0
T61862;7.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T61906;5.5;7.0;5.5;6.0;7.0;5.0;3.5;6.0;6.0
T61954;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T61985;6.5;7.0;6.0;6.0;6.5;6.5;5.5;6.5;6.5
T61988;7.333333333333333;8.666666666666666;6.833333333333333;7.166666666666667;6.833333333333333;5.333333333333333;7.333333333333333;6.833333333333333;7.0
T62003;5.75;8.125;5.75;5.625;6.25;5.5;6.0;6.5;5.75
T62248;9.0;9.5;8.25;8.75;9.25;8.5;9.0;9.0;9.0
T62310;8.333333333333334;9.0;8.0;8.333333333333334;8.666666666666666;7.333333333333333;7.0;8.333333333333334;8.333333333333334
T62318;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
T62366;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
T62368;7.4;8.2;7.0;7.4;6.8;7.2;7.4;7.4;7.0
T62472;10.0;10.0;10.0;10.0;10.0;9.0;9.0;10.0;10.0
T62498;8.5;8.5;8.0;8.0;8.5;7.5;8.0;8.0;8.0
T62508;9.25;9.0;8.75;9.25;9.25;8.5;9.125;8.875;8.875
T62512;8.0;8.5;8.5;9.0;8.5;7.0;7.5;6.5;7.0
T62588;7.5;8.25;7.75;8.0;8.5;7.5;7.25;7.75;7.0
T62590;8.285714285714286;7.714285714285714;8.142857142857142;8.285714285714286;8.428571428571429;8.0;8.285714285714286;8.142857142857142;8.0
T62600;8.333333333333334;7.666666666666667;7.666666666666667;8.0;8.666666666666666;7.666666666666667;8.333333333333334;8.333333333333334;8.0
T62641;10.0;9.5;10.0;10.0;9.5;9.25;10.0;9.75;9.5
T73740;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T73747;8.5;8.5;8.25;8.75;8.75;8.0;9.0;8.25;7.5
T73765;5.5;8.0;5.5;5.5;5.5;5.5;5.5;5.5;5.5
T73768;9.0;10.0;7.666666666666667;9.333333333333334;9.0;7.666666666666667;9.666666666666666;9.333333333333334;8.333333333333334
T73774;8.2;8.2;8.2;9.0;9.2;6.8;8.2;8.8;9.0
T73776;8.0;7.0;9.0;9.0;10.0;8.0;0.0;9.0;9.0
T73807;4.666666666666667;4.666666666666667;4.666666666666667;5.0;4.666666666666667;4.666666666666667;4.666666666666667;4.666666666666667;4.666666666666667
T73839;8.5;8.5;7.833333333333333;7.833333333333333;8.166666666666666;7.833333333333333;8.166666666666666;8.5;8.5
T73876;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
T74148;8.5;9.0;9.5;8.5;8.0;6.5;9.0;8.5;9.0
T74304;8.0;10.0;10.0;8.0;7.0;8.0;8.0;7.0;8.0
T74367;9.666666666666666;7.833333333333333;9.666666666666666;9.666666666666666;8.166666666666666;8.5;9.666666666666666;9.666666666666666;9.666666666666666
T74380;8.5;8.5;8.5;8.5;9.5;6.0;7.5;8.5;8.5
T74391;6.333333333333333;6.333333333333333;5.666666666666667;5.666666666666667;6.0;6.333333333333333;6.0;5.666666666666667;5.333333333333333
T74414;8.0;8.4;7.2;7.8;8.2;7.6;8.2;8.0;7.2
T74473;9.5;9.0;6.0;7.0;9.25;6.25;8.75;9.0;8.5
T74511;10.0;9.5;9.5;10.0;10.0;9.0;10.0;9.5;10.0
T74600;5.6;6.2;4.8;6.0;5.6;4.0;5.6;5.6;5.8
T74690;8.0;8.0;7.25;7.5;7.75;6.5;7.0;7.5;7.5
T74756;9.75;9.75;8.75;9.25;9.5;8.25;9.5;9.25;8.5
T74810;8.75;8.25;8.25;8.25;8.25;8.25;8.75;8.25;8.75
